run,file,nSnaps,successFinal,successAny,hvFinal,hvMax,bestQED,bestSim,validFrac,simEq1Count,leadLikeQED,maxQED_at_sim_ge_thr,maxSim_at_qed_ge_thr,countSim_ge_thr,countQED_ge_thr,countBoth
48,MOL_MOEA_v10_bank_DDProblem1_M2_D256_48.mat,26,0,0,0.845572038169369,0.846083565984106,0.94514936208725,1,1,9,0.749932050704956,0.887468934059143,0.294117659330368,34,6,0
49,MOL_MOEA_v10_bank_DDProblem1_M2_D256_49.mat,26,1,1,0.878399008911622,0.881652749075137,0.930331766605377,1,1,2,0.751696348190308,0.930331766605377,0.555555582046509,100,94,94
50,MOL_MOEA_v10_bank_DDProblem1_M2_D256_50.mat,26,1,1,0.877021089835431,0.892192732651331,0.91002094745636,1,1,1,0.72446745634079,0.91002094745636,0.672727286815643,100,86,86
51,MOL_MOEA_v10_bank_DDProblem1_M2_D256_51.mat,26,1,1,0.884227899470631,0.884227899470631,0.9413782954216,1,1,1,0.777017116546631,0.9413782954216,0.686274528503418,100,99,99
52,MOL_MOEA_v10_bank_DDProblem1_M2_D256_52.mat,26,1,1,0.87675970712219,0.880004883486787,0.932415425777435,1,1,2,0.767470002174377,0.932415425777435,0.688524603843689,100,98,98
53,MOL_MOEA_v10_bank_DDProblem1_M2_D256_53.mat,26,0,0,0.874128592503251,0.874128592503251,0.932404041290283,1,1,16,0.797101676464081,0.89089959859848,0.388059705495834,33,7,0
54,MOL_MOEA_v10_bank_DDProblem1_M2_D256_54.mat,26,1,1,0.889092890621249,0.889092890621249,0.933082759380341,1,1,1,0.740298628807068,0.933082759380341,0.804347813129425,100,99,99
55,MOL_MOEA_v10_bank_DDProblem1_M2_D256_55.mat,26,1,1,0.854873908624118,0.856187799310112,0.914383232593536,1,1,1,0.736202776432037,0.914383232593536,0.61904764175415,100,98,98
56,MOL_MOEA_v10_bank_DDProblem1_M2_D256_56.mat,26,0,0,0.820847473197301,0.820847473197301,0.932837545871735,1,1,9,0.763538658618927,0.825386583805084,0.207792207598686,32,4,0
57,MOL_MOEA_v10_bank_DDProblem1_M2_D256_57.mat,26,1,1,0.865440926931182,0.869666940930234,0.92610365152359,1,1,4,0.734039664268494,0.92610365152359,0.433333337306976,100,89,89
58,MOL_MOEA_v10_bank_DDProblem1_M2_D256_58.mat,26,1,1,0.846295760102024,0.846295760102024,0.91494619846344,1,1,1,0.778231024742126,0.91494619846344,0.407407402992249,100,96,96
59,MOL_MOEA_v10_bank_DDProblem1_M2_D256_59.mat,26,1,1,0.85385026855108,0.85385026855108,0.929663956165314,1,1,1,0.704406499862671,0.929663956165314,0.462962955236435,100,93,93
